"ChEMBL ID"     ;"Name"                                                                               ;"Synonyms"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;"Type"           ;"Max Phase" ;"Molecular Weight" ;"Targets" ;"Bioactivities" ;"AlogP" ;"Polar Surface Area" ;"HBA"  ;"HBD"  ;"#RO5 Violations" ;"#Rotatable Bonds" ;"Passes Ro3" ;"QED Weighted" ;"CX Acidic pKa" ;"CX Basic pKa" ;"CX LogP" ;"CX LogD" ;"Aromatic Rings" ;"Structure Type" ;"Inorganic Flag" ;"Heavy Atoms" ;"HBA (Lipinski)" ;"HBD (Lipinski)" ;"#RO5 Violations (Lipinski)" ;"Molecular Weight (Monoisotopic)" ;"Np Likeness Score" ;"Molecular Species" ;"Molecular Formula" ;"Smiles"                                                                                                                                                                                                                                                                                                                  ;"Inchi Key"
"CHEMBL33720"   ;"OXEDRINE"                                                                           ;"ADVANTRA Z|ANALEPTIN|DL-SYNEPHRINE|ETHAPHENE|NSC-166285|NSC-170956|OXEDRINE|Oxedrine|P-SYNEPHRINE|PARASYMPATOL|S-38537-9|SIMPALON|SYNEPHRIN|SYNEPHRINE|SYNTHENATE"                                                                                                                                                                                                                                                                                                                                                                                                           ;"Small molecule" ;"-1.0"      ;"167.21"           ;"33"      ;"63"            ;"0.64"  ;"52.49"              ;"3"    ;"3"    ;"0"               ;"3"                ;"Y"          ;"0.62"         ;"9.76"          ;"9.15"         ;"-0.07"   ;"-1.39"   ;"1"              ;"MOL"            ;"0"              ;"12"          ;"3"              ;"3"              ;"0"                          ;"167.0946"                        ;"0.84"              ;"BASE"              ;"C9H13NO2"          ;"CNCC(O)c1ccc(O)cc1"                                                                                                                                                                                                                                                                                                      ;"YRCWQPVGYLYSOX-UHFFFAOYSA-N"
"CHEMBL1256842" ;"NOMIFENSINE MALEATE"                                                                ;"HOE 984|HOE-984|HOSTALIVAL|Merital|NOMIFENSINE HYDROGEN MALEATE|NOMIFENSINE MALEATE|NSC-289114|PSICRONIZER"                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;"Small molecule" ;"4.0"       ;"354.41"           ;"25"      ;"55"            ;"2.85"  ;"29.26"              ;"2"    ;"1"    ;"0"               ;"1"                ;"Y"          ;"0.77"         ;"None"          ;"8.80"         ;"2.62"    ;"1.21"    ;"2"              ;"MOL"            ;"0"              ;"18"          ;"2"              ;"2"              ;"0"                          ;"238.1470"                        ;"0.22"              ;"BASE"              ;"C20H22N2O4"        ;"CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O"                                                                                                                                                                                                                                                                          ;"GEOCVSMCLVIOEV-BTJKTKAUSA-N"
"CHEMBL1513237" ;"(-)-U-50488 METHANE SULFONATE"                                                      ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"465.44"           ;"10"      ;"17"            ;"4.40"  ;"23.55"              ;"2"    ;"0"    ;"0"               ;"4"                ;"N"          ;"0.79"         ;"None"          ;"9.65"         ;"4.30"    ;"2.07"    ;"1"              ;"MOL"            ;"-1"             ;"24"          ;"3"              ;"0"              ;"0"                          ;"368.1422"                        ;"-0.64"             ;"BASE"              ;"C20H30Cl2N2O4S"    ;"CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1.CS(=O)(=O)O"                                                                                                                                                                                                                                                          ;"OJPHNZCUXUUVKU-APTPAJQOSA-N"
"CHEMBL1082607" ;"SALMETEROL XINAFOATE"                                                               ;"GR 33343 G|GR-33343 G|GR-33343X|LIPO-202|SALMETEROL 1-HYDROXY-2-NAPHTHOATE|SALMETEROL XINAFOATE|Serevent"                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;"Small molecule" ;"4.0"       ;"603.76"           ;"73"      ;"139"           ;"4.11"  ;"81.95"              ;"5"    ;"4"    ;"0"               ;"16"               ;"N"          ;"0.31"         ;"10.12"         ;"9.40"         ;"3.61"    ;"1.95"    ;"2"              ;"MOL"            ;"0"              ;"30"          ;"5"              ;"4"              ;"0"                          ;"415.2723"                        ;"0.20"              ;"BASE"              ;"C36H45NO7"         ;"O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O"                                                                                                                                                                                                                                                            ;"XTZNCVSCVHTPAI-UHFFFAOYSA-N"
"CHEMBL537669"  ;"YOHIMBINE HYDROCHLORIDE"                                                            ;"NSC-19509|PROWESS PLAIN|YOCON|YOHIMBINE HCL|YOHIMBINE HYDROCHLORIDE"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;"Small molecule" ;"4.0"       ;"390.91"           ;"21"      ;"43"            ;"2.65"  ;"65.56"              ;"4"    ;"2"    ;"0"               ;"1"                ;"N"          ;"0.77"         ;"None"          ;"7.22"         ;"2.10"    ;"1.88"    ;"2"              ;"MOL"            ;"0"              ;"26"          ;"5"              ;"2"              ;"0"                          ;"354.1943"                        ;"1.17"              ;"NEUTRAL"           ;"C21H27ClN2O3"      ;"COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O.Cl"                                                                                                                                                                                                                                                    ;"PIPZGJSEDRMUAW-VJDCAHTMSA-N"
"CHEMBL543741"  ;""                                                                                   ;"BMY-7378"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;"Small molecule" ;""          ;"458.43"           ;"24"      ;"44"            ;"2.53"  ;"53.09"              ;"5"    ;"0"    ;"0"               ;"5"                ;"N"          ;"0.73"         ;"None"          ;"6.95"         ;"2.29"    ;"2.15"    ;"1"              ;"MOL"            ;"-1"             ;"28"          ;"6"              ;"0"              ;"0"                          ;"385.2365"                        ;"-0.87"             ;"NEUTRAL"           ;"C22H33Cl2N3O3"     ;"COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1.Cl.Cl"                                                                                                                                                                                                                                                                      ;"NIBOMXUDFLRHRV-UHFFFAOYSA-N"
"CHEMBL1314751" ;"PROCHLORPERAZINE MALEATE"                                                           ;"BUCCASTEM|BUCCASTEM M|Compazine|PROCHLORPERAZINE DIMALEATE|PROCHLORPERAZINE MALEATE|PROCOMP|PROZIERE|VERTIGON"                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;"Small molecule" ;"4.0"       ;"606.10"           ;"30"      ;"60"            ;"4.58"  ;"9.72"               ;"4"    ;"0"    ;"0"               ;"4"                ;"N"          ;"0.78"         ;"None"          ;"7.99"         ;"4.38"    ;"3.69"    ;"2"              ;"MOL"            ;"0"              ;"25"          ;"3"              ;"0"              ;"0"                          ;"373.1379"                        ;"-1.53"             ;"NEUTRAL"           ;"C28H32ClN3O8S"     ;"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O"                                                                                                                                                                                                                                              ;"DSKIOWHQLUWFLG-SPIKMXEPSA-N"
"CHEMBL1113"    ;"AMOXAPINE"                                                                          ;"AMOXAPINE|ASENDIS|Asendin|CL 67,772|CL 67772|CL-67,772|CL-67772|DEFANYL|NSC-759559"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;"Small molecule" ;"4.0"       ;"313.79"           ;"176"     ;"944"           ;"3.43"  ;"36.86"              ;"4"    ;"1"    ;"0"               ;"0"                ;"N"          ;"0.81"         ;"None"          ;"8.83"         ;"3.08"    ;"1.64"    ;"2"              ;"MOL"            ;"0"              ;"22"          ;"4"              ;"1"              ;"0"                          ;"313.0982"                        ;"-0.58"             ;"BASE"              ;"C17H16ClN3O"       ;"Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2"                                                                                                                                                                                                                                                                                    ;"QWGDMFLQWFTERH-UHFFFAOYSA-N"
"CHEMBL1653"    ;"PHENIRAMINE MALEATE"                                                                ;"ANTOLOZINE|AVIL RET|DANERAL|DANERAL-SA|FERVEX|INHISTON|NAPHCON A|NSC-757270|PHENIRAMINE HYDROGEN MALEATE|PHENIRAMINE MALEATE|PM-241|PROPHENPYRIDAMINE MALEATE|Pheniramine Maleate|TRIMETON|TRIMETOSE"                                                                                                                                                                                                                                                                                                                                                                        ;"Small molecule" ;"4.0"       ;"356.42"           ;"14"      ;"30"            ;"3.17"  ;"16.13"              ;"2"    ;"0"    ;"0"               ;"5"                ;"N"          ;"0.80"         ;"None"          ;"9.48"         ;"2.98"    ;"0.91"    ;"2"              ;"MOL"            ;"0"              ;"18"          ;"2"              ;"0"              ;"0"                          ;"240.1626"                        ;"-1.11"             ;"BASE"              ;"C20H24N2O4"        ;"CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O"                                                                                                                                                                                                                                                                            ;"SSOXZAQUVINQSA-BTJKTKAUSA-N"
"CHEMBL285123"  ;"(D)-SERINE"                                                                         ;"(D)-SERINE|D-Serine"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;"Small molecule" ;"3.0"       ;"105.09"           ;"29"      ;"74"            ;"-1.61" ;"83.55"              ;"3"    ;"3"    ;"0"               ;"2"                ;"N"          ;"0.39"         ;"2.03"          ;"8.93"         ;"-3.89"   ;"-3.90"   ;"0"              ;"MOL"            ;"0"              ;"7"           ;"4"              ;"4"              ;"0"                          ;"105.0426"                        ;"1.41"              ;"ZWITTERION"        ;"C3H7NO3"           ;"N[C@H](CO)C(=O)O"                                                                                                                                                                                                                                                                                                        ;"MTCFGRXMJLQNBG-UWTATZPHSA-N"
"CHEMBL54"      ;"HALOPERIDOL"                                                                        ;"DOLPIN|DOZIC|FORTUNAN|HALDOL SOLUTAB|HALOPERIDOL|HALOPERIDOL DECANOATE IMPURITY, HALOPERIDOL-|Haldol|KENTACE|Keselen|MCN-JR-1625|NSC-170973|NSC-615296|R-1625|SERENACE"                                                                                                                                                                                                                                                                                                                                                                                                      ;"Small molecule" ;"4.0"       ;"375.87"           ;"366"     ;"4418"          ;"4.43"  ;"40.54"              ;"3"    ;"1"    ;"0"               ;"6"                ;"N"          ;"0.76"         ;"13.96"         ;"8.05"         ;"3.66"    ;"2.93"    ;"2"              ;"MOL"            ;"0"              ;"26"          ;"3"              ;"1"              ;"0"                          ;"375.1401"                        ;"-0.94"             ;"NEUTRAL"           ;"C21H23ClFNO2"      ;"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1"                                                                                                                                                                                                                                                                            ;"LNEPOXFFQSENCJ-UHFFFAOYSA-N"
"CHEMBL1256029" ;""                                                                                   ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"269.60"           ;"6"       ;"16"            ;"1.75"  ;"15.27"              ;"2"    ;"1"    ;"0"               ;"1"                ;"Y"          ;"0.74"         ;"None"          ;"8.87"         ;"2.15"    ;"0.67"    ;"1"              ;"MOL"            ;"-1"             ;"13"          ;"2"              ;"1"              ;"0"                          ;"196.0767"                        ;"-1.66"             ;"BASE"              ;"C10H15Cl3N2"       ;"Cl.Cl.Clc1cccc(N2CCNCC2)c1"                                                                                                                                                                                                                                                                                              ;"OSZCTRWSGNWWBL-UHFFFAOYSA-N"
"CHEMBL219916"  ;"DOMPERIDONE"                                                                        ;"DOMILIUM|DOMPERIDONE|EVOXIN|MOTILIUM 10|MOTILIUM INSTANTS|Motilium|NSC-299589|NSC-759575|R 33,812|R-33812|VIVADONE"                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;"Small molecule" ;"4.0"       ;"425.92"           ;"256"     ;"679"           ;"3.35"  ;"78.82"              ;"5"    ;"2"    ;"0"               ;"5"                ;"N"          ;"0.51"         ;"12.52"         ;"7.03"         ;"2.90"    ;"2.75"    ;"4"              ;"MOL"            ;"0"              ;"30"          ;"7"              ;"2"              ;"0"                          ;"425.1619"                        ;"-1.54"             ;"NEUTRAL"           ;"C22H24ClN5O2"      ;"O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1"                                                                                                                                                                                                                                                                 ;"FGXWKSZFVQUSTL-UHFFFAOYSA-N"
"CHEMBL3216363" ;""                                                                                   ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"435.23"           ;"20"      ;"50"            ;"4.33"  ;"21.06"              ;"3"    ;"0"    ;"0"               ;"4"                ;"N"          ;"0.71"         ;"None"          ;"7.42"         ;"4.23"    ;"3.92"    ;"3"              ;"MOL"            ;"-1"             ;"23"          ;"3"              ;"0"              ;"0"                          ;"325.1346"                        ;"-1.88"             ;"NEUTRAL"           ;"C19H23Cl4N3"       ;"Cl.Cl.Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1"                                                                                                                                                                                                                                                                           ;"QAIRKPPXZDHERV-UHFFFAOYSA-N"
"CHEMBL1257002" ;"ZIMELIDINE DIHYDROCHLORIDE"                                                         ;"Zimelidine Dihydrochloride"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;"Small molecule" ;""          ;"390.15"           ;"14"      ;"32"            ;"3.84"  ;"16.13"              ;"2"    ;"0"    ;"0"               ;"4"                ;"N"          ;"0.85"         ;"None"          ;"8.62"         ;"3.51"    ;"2.27"    ;"2"              ;"MOL"            ;"-1"             ;"19"          ;"2"              ;"0"              ;"0"                          ;"316.0575"                        ;"-0.70"             ;"BASE"              ;"C16H19BrCl2N2"     ;"CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl"                                                                                                                                                                                                                                                                                 ;"CXGURXWCQYHDIR-ULPVBNQHSA-N"
"CHEMBL1593765" ;""                                                                                   ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"465.42"           ;"17"      ;"30"            ;"3.41"  ;"45.17"              ;"5"    ;"1"    ;"0"               ;"7"                ;"N"          ;"0.67"         ;"None"          ;"7.35"         ;"3.77"    ;"3.50"    ;"3"              ;"MOL"            ;"-1"             ;"29"          ;"5"              ;"1"              ;"0"                          ;"392.2100"                        ;"-1.03"             ;"NEUTRAL"           ;"C24H30Cl2N2O3"     ;"COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1.Cl.Cl"                                                                                                                                                                                                                                                                         ;"HZVCEQMJXMUXJF-UHFFFAOYSA-N"
"CHEMBL1409"    ;"FLUVOXAMINE MALEATE"                                                                ;"DU-23000|DU23000|FAVERIN|FAVERIN 100|FAVERIN 50|FEVARIN|FLOXYFRAL|FLUVOXAMINE HYDROGENMALEATE|FLUVOXAMINE MALEATE|LUVOX CR|Luvox|NSC-759602"                                                                                                                                                                                                                                                                                                                                                                                                                                 ;"Small molecule" ;"4.0"       ;"434.41"           ;"46"      ;"120"           ;"3.20"  ;"56.84"              ;"4"    ;"1"    ;"0"               ;"9"                ;"N"          ;"0.43"         ;"None"          ;"8.86"         ;"2.80"    ;"1.33"    ;"1"              ;"MOL"            ;"0"              ;"22"          ;"4"              ;"2"              ;"0"                          ;"318.1555"                        ;"-0.69"             ;"BASE"              ;"C19H25F3N2O6"      ;"COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O"                                                                                                                                                                                                                                                                   ;"LFMYNZPAVPMEGP-PIDGMYBPSA-N"
"CHEMBL1713"    ;"CHLORPROMAZINE HYDROCHLORIDE"                                                       ;"CHLORACTIL|CHLORAZINE|CHLORPROMAZINE HCL|CHLORPROMAZINE HYDROCHLORIDE|CHLORPROMAZINE HYDROCHLORIDE INTENSOL|CHLORPROMAZINI HYDROCHLORIDUM|Chlorpromazine Hydrochloride|KLORPROMAN|LARGACTIL|LARGACTIL FTE|MARAZINE|NCI-C05210|NORCOZINE|NSC-17479|PROMAPAR|RIMAZINE|Sonazine|Thorazine"                                                                                                                                                                                                                                                                                      ;"Small molecule" ;"4.0"       ;"355.33"           ;"74"      ;"177"           ;"4.89"  ;"6.48"               ;"3"    ;"0"    ;"0"               ;"4"                ;"N"          ;"0.79"         ;"None"          ;"9.20"         ;"4.54"    ;"2.74"    ;"2"              ;"MOL"            ;"0"              ;"21"          ;"2"              ;"0"              ;"0"                          ;"318.0957"                        ;"-1.54"             ;"BASE"              ;"C17H20Cl2N2S"      ;"CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl"                                                                                                                                                                                                                                                                                     ;"FBSMERQALIEGJT-UHFFFAOYSA-N"
"CHEMBL493439"  ;"EMETINE HYDROCHLORIDE"                                                              ;"(-)-EMETINE DIHYDROCHLORIDE|EMETINE DIHYDROCHLORIDE|EMETINE DIHYDROCHLORIDE ANHYDROUS|EMETINE HCL|EMETINE HYDROCHLORIDE|HEMOMETINA|L-EMETINE DIHYDROCHLORIDE|NSC-756754"                                                                                                                                                                                                                                                                                                                                                                                                     ;"Small molecule" ;"-1.0"      ;"553.57"           ;"37"      ;"80"            ;"4.94"  ;"52.19"              ;"6"    ;"1"    ;"0"               ;"7"                ;"N"          ;"0.61"         ;"None"          ;"9.23"         ;"4.49"    ;"1.51"    ;"2"              ;"MOL"            ;"0"              ;"35"          ;"6"              ;"1"              ;"0"                          ;"480.2988"                        ;"0.96"              ;"BASE"              ;"C29H42Cl2N2O4"     ;"CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21.Cl.Cl"                                                                                                                                                                                                                                           ;"JROGBPMEKVAPEH-GXGBFOEMSA-N"
"CHEMBL1609459" ;""                                                                                   ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"323.83"           ;"96"      ;"139"           ;"3.80"  ;"75.89"              ;"3"    ;"3"    ;"0"               ;"2"                ;"N"          ;"0.73"         ;"None"          ;"10.29"        ;"2.81"    ;"0.04"    ;"2"              ;"MOL"            ;"-1"             ;"22"          ;"3"              ;"5"              ;"0"                          ;"287.1422"                        ;"0.02"              ;"BASE"              ;"C19H18ClN3"        ;"Cl.N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1"                                                                                                                                                                                                                                                                             ;"JUQPZRLQQYSMEQ-UHFFFAOYSA-N"
"CHEMBL1529009" ;""                                                                                   ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"613.69"           ;"20"      ;"45"            ;"5.16"  ;"37.39"              ;"5"    ;"1"    ;"1"               ;"8"                ;"N"          ;"0.55"         ;"None"          ;"8.74"         ;"4.77"    ;"3.41"    ;"3"              ;"MOL"            ;"-1"             ;"27"          ;"4"              ;"1"              ;"1"                          ;"381.1875"                        ;"-2.06"             ;"BASE"              ;"C30H35N3O9S"       ;"O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1"                                                                                                                                                                                                                                             ;"IECBEVAUEBZJCF-SPIKMXEPSA-N"
"CHEMBL1203324" ;""                                                                                   ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"593.64"           ;"22"      ;"54"            ;"4.21"  ;"68.20"              ;"8"    ;"1"    ;"1"               ;"5"                ;"N"          ;"0.63"         ;"10.80"         ;"7.84"         ;"6.61"    ;"5.89"    ;"2"              ;"MOL"            ;"-1"             ;"38"          ;"8"              ;"1"              ;"1"                          ;"520.3526"                        ;"-0.08"             ;"NEUTRAL"           ;"C30H46Cl2N6O2"     ;"Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2.Cl.Cl"                                                                                                                                                                                                                                                ;"KJGXSMZHYBXPIS-UHFFFAOYSA-N"
"CHEMBL46516"   ;"FLUSPIRILENE"                                                                       ;"FLUSPIRILENE|Imap|MCN-JR-6218|R 6218|R-6218|REDEPTIN|Redeptin"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;"Small molecule" ;"4.0"       ;"475.58"           ;"82"      ;"243"           ;"5.31"  ;"35.58"              ;"3"    ;"1"    ;"1"               ;"7"                ;"N"          ;"0.50"         ;"11.99"         ;"9.31"         ;"5.78"    ;"3.87"    ;"3"              ;"MOL"            ;"0"              ;"35"          ;"4"              ;"1"              ;"1"                          ;"475.2435"                        ;"-0.58"             ;"BASE"              ;"C29H31F2N3O"       ;"O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2"                                                                                                                                                                                                                                                                ;"QOYHHIBFXOOADH-UHFFFAOYSA-N"
"CHEMBL1605189" ;""                                                                                   ;""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;"Small molecule" ;""          ;"320.37"           ;"19"      ;"34"            ;"2.75"  ;"24.39"              ;"3"    ;"1"    ;"0"               ;"2"                ;"Y"          ;"0.84"         ;"None"          ;"10.09"        ;"2.73"    ;"0.49"    ;"2"              ;"MOL"            ;"-1"             ;"16"          ;"2"              ;"1"              ;"0"                          ;"230.0878"                        ;"-0.90"             ;"BASE"              ;"C15H16N2O4S"       ;"Cc1sc2ccccc2c1CC1=NCCN1.O=C(O)C(=O)O"                                                                                                                                                                                                                                                                                    ;"NCCZEUSBCPPRKS-UHFFFAOYSA-N"
"CHEMBL1255747" ;"DIPROPYLDOPAMINE HYDROBROMIDE"                                                      ;"Dipropyldopamine Hydrobromide"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;"Small molecule" ;""          ;"318.26"           ;"10"      ;"22"            ;"2.76"  ;"43.70"              ;"3"    ;"2"    ;"0"               ;"7"                ;"N"          ;"0.72"         ;"9.23"          ;"10.47"        ;"2.32"    ;"0.71"    ;"1"              ;"MOL"            ;"-1"             ;"17"          ;"3"              ;"2"              ;"0"                          ;"237.1729"                        ;"-0.18"             ;"BASE"              ;"C14H24BrNO2"       ;"Br.CCCN(CCC)CCc1ccc(O)c(O)c1"                                                                                                                                                                                                                                                                                            ;"QAXMCYJNFHCJFB-UHFFFAOYSA-N"
"CHEMBL1256574" ;"QUINPIROLE HYDROCHLORIDE"                                                           ;"LY-171555|LY171555|QUINPIROLE HCL|QUINPIROLE HYDROCHLORIDE"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;"Small molecule" ;"-1.0"      ;"255.79"           ;"24"      ;"973"           ;"2.00"  ;"31.92"              ;"2"    ;"1"    ;"0"               ;"2"                ;"Y"          ;"0.82"         ;"None"          ;"9.92"         ;"2.03"    ;"-0.44"   ;"1"              ;"MOL"            ;"0"              ;"16"          ;"3"              ;"1"              ;"0"                          ;"219.1735"                        ;"-0.48"             ;"BASE"              ;"C13H22ClN3"        ;"CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@H]21.Cl"                                                                                                                                                                                                                                                                                   ;"HJHVRVJTYPKTHX-HTMVYDOJSA-N"
"CHEMBL1200479" ;"DICYCLOMINE HYDROCHLORIDE"                                                          ;"BENTYL PRESERVATIVE FREE|BENTYLOL|Bentyl|DICYCLOMINE HCL|DICYCLOMINE HYDROCHLORIDE|DICYCLOMINE HYDROCHLORIDE (PRESERVATIVE FREE)|DICYCLOMINE HYDROCHLORIDE (PRESERVATIVE-FREE)|DICYCLOVERINE HYDROCHLORIDE|KOLANTYL HYDROCHLORIDE|MERBENTYL|MERBENTYL 20|NSC-404381|WYOVIN"                                                                                                                                                                                                                                                                                                  ;"Small molecule" ;"4.0"       ;"345.96"           ;"27"      ;"55"            ;"4.40"  ;"29.54"              ;"3"    ;"0"    ;"0"               ;"7"                ;"N"          ;"0.65"         ;"None"          ;"8.96"         ;"4.93"    ;"3.36"    ;"0"              ;"MOL"            ;"0"              ;"22"          ;"3"              ;"0"              ;"0"                          ;"309.2668"                        ;"0.23"              ;"BASE"              ;"C19H36ClNO2"       ;"CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl"                                                                                                                                                                                                                                                                                    ;"GUBNMFJOJGDCEL-UHFFFAOYSA-N"
"CHEMBL1257106" ;"AMPEROZIDE HYDROCHLORIDE"                                                           ;"Amperozide Hydrochloride"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;"Small molecule" ;""          ;"437.96"           ;"27"      ;"68"            ;"4.22"  ;"35.58"              ;"2"    ;"1"    ;"0"               ;"7"                ;"N"          ;"0.75"         ;"None"          ;"7.56"         ;"4.12"    ;"3.73"    ;"2"              ;"MOL"            ;"-1"             ;"29"          ;"4"              ;"1"              ;"0"                          ;"401.2279"                        ;"-1.29"             ;"NEUTRAL"           ;"C23H30ClF2N3O"     ;"CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.Cl"                                                                                                                                                                                                                                                                       ;"OEQHKNWFXHBJIT-UHFFFAOYSA-N"
"CHEMBL1256696" ;"CARBETAPENTANE CITRATE"                                                             ;"CARBETAPENTANE CITRATE|LOUCARBATE|NSC-757833|PENTOXYVERINE|PENTOXYVERINE CITRATE|PENTOXYVERINE HYDROGEN CITRATE|Toclase"                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;"Small molecule" ;"4.0"       ;"525.60"           ;"32"      ;"83"            ;"3.40"  ;"38.77"              ;"4"    ;"0"    ;"0"               ;"10"               ;"N"          ;"0.49"         ;"None"          ;"9.41"         ;"3.97"    ;"1.96"    ;"1"              ;"MOL"            ;"0"              ;"24"          ;"4"              ;"0"              ;"0"                          ;"333.2304"                        ;"-0.85"             ;"BASE"              ;"C26H39NO10"        ;"CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O"                                                                                                                                                                                                                                                          ;"AKJDEXBCRLOVTH-UHFFFAOYSA-N"
"CHEMBL585"     ;"TRIAMTERENE"                                                                        ;"DYTAC|Dyrenium|NSC-639359|NSC-77625|SK&F 8542|SK&F-8542|SK-8542|TRIAMTERENE"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;"Small molecule" ;"4.0"       ;"253.27"           ;"215"     ;"2424"          ;"0.83"  ;"129.62"             ;"7"    ;"3"    ;"0"               ;"1"                ;"N"          ;"0.59"         ;"None"          ;"1.86"         ;"1.11"    ;"1.11"    ;"3"              ;"MOL"            ;"0"              ;"19"          ;"7"              ;"6"              ;"1"                          ;"253.1076"                        ;"-0.43"             ;"NEUTRAL"           ;"C12H11N7"          ;"Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1"                                                                                                                                                                                                                                                                                        ;"FNYLWPVRPXGIIP-UHFFFAOYSA-N"
"CHEMBL537204"  ;"BENZAMIDINE HYDROCHLORIDE"                                                          ;"Benzamidine Hydrochloride"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;"Small molecule" ;""          ;"156.62"           ;"5"       ;"6"             ;"0.97"  ;"49.87"              ;"1"    ;"2"    ;"0"               ;"1"                ;"Y"          ;"0.42"         ;"None"          ;"11.53"        ;"0.89"    ;"-1.51"   ;"1"              ;"MOL"            ;"-1"             ;"9"           ;"2"              ;"3"              ;"0"                          ;"120.0687"                        ;"-0.03"             ;"BASE"              ;"C7H9ClN2"          ;"Cl.N=C(N)c1ccccc1"                                                                                                                                                                                                                                                                                                       ;"LZCZIHQBSCVGRD-UHFFFAOYSA-N"
